"","year","agency_code","agency_level","designation_Type","name","county","street_addr","street_addr2","city","state","zip","phone","url","super_name","category_code","lea_code","grade_span","school_type","calendar_type","title_i","residing_district","esea","stem","purple_star","stu_enroll","cte_enroll","pct","masking","csi_lp","csi_lg","tsi_cu","tsi_at","BL7","FEM","MALE","OTHER","WH7","majority_white","absent_group_ALL","absent_group_FEM","absent_group_HI7","absent_group_MALE","absent_group_WH7","absent_group_BL7","absent_group_ELS","absent_group_MU7","absent_group_SWD","absent_group_AS7","absent_group_AM7","absent_group_PI7"
"4926",2020,"260371","SCH","P","Ireland Drive Middle","Cumberland","1606 Ireland Drive",NA,"Fayetteville","NC",28304,"910-483-4037","www.idms.ccs.k12.nc.us/","Ms Christina Digaudio","M","260LEA","06:08","Regular School","Traditional","Y",NA,NA,NA,NA,311,NA,95,TRUE,"N","N","Y","Y",0.482,0.679,0.321,0.024,0.494,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4927",2020,"260372","SCH","P","Lewis Chapel Middle","Cumberland","2150 Skibo Road",NA,"Fayetteville","NC",28314,"910-864-1407","www.lcms.ccs.k12.nc.us/","Dr Sheldon Harvey","M","260LEA","06:08","Regular School","Traditional","Y",NA,NA,NA,NA,614,553,90.07,NA,"N","N","Y","Y",0.482,0.679,0.321,0.024,0.494,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4928",2020,"260374","SCH","P","Alger B. Wilkins High School","Cumberland","1429 Skibo Road",NA,"Fayetteville","NC",28303,"910-864-5438","abwhs.ccs.k12.nc.us/","Ms Valerie Johnson-Mart","H","260LEA","09:12","Alternative School","Traditional","N",NA,NA,NA,NA,133,42,31.58,NA,"N","Y","N","N",0.482,0.679,0.321,0.024,0.494,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4929",2020,"260383","SCH","P","Mac Williams Middle","Cumberland","4644 Clinton Road",NA,"Fayetteville","NC",28312,"910-483-8222","www.mwms.ccs.k12.nc.us/","Mr Todd Yardis","M","260LEA","06:08","Regular School","Traditional","N",NA,NA,NA,NA,1184,967,81.67,NA,"N","N","Y","Y",0.482,0.679,0.321,0.024,0.494,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4930",2020,"260388","SCH","P","Massey Hill Classical High","Cumberland","1062 Southern Avenue",NA,"Fayetteville","NC",28306,"910-485-8761","www.mhchs.ccs.k12.nc.us","Mr Jason Jordan","H","260LEA","09:12","Regular School","Traditional","N",NA,NA,NA,NA,226,20,8.85,NA,"N","N","N","N",0.482,0.679,0.321,0.024,0.494,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4931",2020,"260406","SCH","P","Pine Forest Middle","Cumberland","6901 Ramsey Street",NA,"Fayetteville","NC",28311,"910-488-2711","www.pfms.ccs.k12.nc.us/","Mr Billy Starks","M","260LEA","06:08","Regular School","Traditional","N",NA,NA,NA,NA,802,664,82.79,NA,"N","N","Y","Y",0.482,0.679,0.321,0.024,0.494,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4932",2020,"260408","SCH","P","Pine Forest High","Cumberland","525 Andrews Road",NA,"Fayetteville","NC",28311,"910-488-2384","www.pfhs.ccs.k12.nc.us/","Mr David Culbreth","H","260LEA","09:12","Regular School","Traditional","N",NA,NA,NA,NA,1516,1218,80.34,NA,"N","N","N","N",0.482,0.679,0.321,0.024,0.494,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4933",2020,"260411","SCH","P","Reid Ross Classical High","Cumberland","3200 Ramsey Street",NA,"Fayetteville","NC",28301,"910-488-8415","www.rrcs.ccs.k12.nc.us/","Mr Felix Keyes","H","260LEA","09:12","Regular School","Year Round","N",NA,NA,NA,NA,238,110,46.22,NA,"N","N","N","N",0.482,0.679,0.321,0.024,0.494,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4934",2020,"260413","SCH","P","Howard Learning Academy Middle School","Cumberland","1608 Camden Road",NA,"Fayetteville","NC",28306,"910-483-5434","hla.ccs.k12.nc.us/","Mr Allen Hines","M","260LEA","05:08","Alternative School","Traditional","N",NA,NA,NA,NA,77,NA,95,TRUE,"N","N","Y","Y",0.482,0.679,0.321,0.024,0.494,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4935",2020,"260414","SCH","P","Benjamin J Martin Elementary School","Cumberland","430 N Reilly Road",NA,"Fayetteville","NC",28303,"910-864-4843","www.bmes.ccs.k12.nc.us/","Ms Corine Warren","E","260LEA","PK:05","Regular School","Traditional","Y",NA,NA,NA,NA,567,NA,5,TRUE,"N","N","Y","Y",0.482,0.679,0.321,0.024,0.494,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4936",2020,"260417","SCH","P","New Century International Middle School","Cumberland","7455 Century Circle",NA,"Fayetteville","NC",28306,"910-487-2001","ncims.ccs.k12.nc.us/","Ms Lavette Mcmillan","M","260LEA","06:08","Regular School","Traditional","N",NA,NA,NA,NA,417,350,83.93,NA,"N","N","Y","Y",0.482,0.679,0.321,0.024,0.494,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4937",2020,"260418","SCH","P","Seventy-First Classical Middle School","Cumberland","6830 Raeford Road",NA,"Fayetteville","NC",28304,"910-864-0092","www.sfcms.ccs.k12.nc.us/index.htm","Ms Patricia Ramos","M","260LEA","06:08","Regular School","Traditional","N",NA,NA,NA,NA,479,NA,95,TRUE,"N","N","Y","Y",0.482,0.679,0.321,0.024,0.494,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4938",2020,"260419","SCH","P","Reid Ross Classical Middle School","Cumberland","3200 Ramsey Street",NA,"Fayetteville","NC",28301,"910-488-8415","www.rrcs.ccs.k12.nc.us/","Mr Felix Keyes","M","260LEA","06:08","Regular School","Year Round","Y",NA,NA,NA,NA,326,226,69.33,NA,"N","N","Y","Y",0.482,0.679,0.321,0.024,0.494,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4939",2020,"260424","SCH","P","Seventy-First High","Cumberland","6764 Raeford Road",NA,"Fayetteville","NC",28304,"910-867-3116","www.sfhs.ccs.k12.nc.us/index.htm","Mr Myron Williams","H","260LEA","09:12","Regular School","Traditional","N",NA,NA,NA,NA,1333,1111,83.35,NA,"N","N","N","N",0.482,0.679,0.321,0.024,0.494,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4940",2020,"260425","SCH","P","South View Middle","Cumberland","4100 Elk Road",NA,"Hope Mills","NC",28348,"910-424-3131","www.svms.ccs.k12.nc.us/index.htm","Mr Christian Qually","M","260LEA","06:08","Regular School","Traditional","Y",NA,NA,NA,NA,683,NA,95,TRUE,"N","N","Y","Y",0.482,0.679,0.321,0.024,0.494,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4941",2020,"260427","SCH","P","South View High","Cumberland","4184 Elk Road",NA,"Hope Mills","NC",28348,"910-425-8181","www.svhs.ccs.k12.nc.us/index.htm","Ms Tonjai Robertson","H","260LEA","09:12","Regular School","Traditional","N",NA,NA,NA,NA,1484,1026,69.14,NA,"N","N","N","N",0.482,0.679,0.321,0.024,0.494,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4942",2020,"260428","SCH","P","Spring Lake Middle","Cumberland","612 Spring Avenue",NA,"Spring Lake","NC",28390,"910-497-1175","www.slms.ccs.k12.nc.us","Ms Masa Kinsey-Shipp","M","260LEA","06:08","Regular School","Traditional","Y",NA,NA,NA,NA,476,440,92.44,NA,"N","N","Y","Y",0.482,0.679,0.321,0.024,0.494,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4943",2020,"260446","SCH","P","Terry Sanford High","Cumberland","2301 Fort Bragg Road",NA,"Fayetteville","NC",28303,"910-484-1151","www.tshs.ccs.k12.nc.us/","Mr Thomas Hatch","H","260LEA","09:12","Regular School","Traditional","N",NA,NA,NA,NA,1143,732,64.04,NA,"N","N","Y","N",0.482,0.679,0.321,0.024,0.494,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4944",2020,"260449","SCH","P","Ramsey Street Alternative High School","Cumberland","117 Quincy St",NA,"Fayetteville","NC",28301,"910-437-5829","rshs.ccs.k12.nc.us/","Mr Reggie Pinkney","H","260LEA","09:12","Alternative School","Traditional","N",NA,NA,NA,NA,81,73,90.12,NA,"N","N","N","N",0.482,0.679,0.321,0.024,0.494,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4945",2020,"260454","SCH","P","Westover Middle","Cumberland","275 Bonanza Drive",NA,"Fayetteville","NC",28303,"910-864-0813","www.woms.ccs.k12.nc.us/default.htm","Dr Natasha Brown","M","260LEA","06:08","Regular School","Traditional","Y",NA,NA,NA,NA,790,718,90.89,NA,"N","N","Y","Y",0.482,0.679,0.321,0.024,0.494,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4946",2020,"260455","SCH","P","Westover High","Cumberland","277 Bonanza Drive",NA,"Fayetteville","NC",28303,"910-864-0190","www.wohs.ccs.k12.nc.us/default.htm","Dr Vernon Lowery","H","260LEA","09:12","Regular School","Traditional","Y",NA,NA,NA,NA,1034,732,70.79,NA,"N","N","Y","Y",0.482,0.679,0.321,0.024,0.494,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4947",2020,"260700","SCH","P","Cumberland Polytechnic High","Cumberland","2201 Hull Rd",NA,"Fayetteville","NC",28303,"910-486-7300","cphs.ccs.k12.nc.us/","Mr Chad Barbour","H","260LEA","09:12","Regular School","Traditional","N",NA,NA,NA,NA,278,96,34.53,NA,"N","N","N","N",0.482,0.679,0.321,0.024,0.494,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4948",2020,"260LEA","LEA","P","Cumberland County Schools","Cumberland","2465 Gillespie Street",NA,"Fayetteville","NC",28306,"910-678-2300","www.ccs.k12.nc.us","Dr Marvin Connelly Jr",NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,30037,20658,68.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4949",2020,"26B000","SCH","C","Alpha Academy","Cumberland","8030 Raeford Road",NA,"Fayetteville","NC",28304,"910-223-7711","www.alphaacademy.net",NA,"A","CH","0K:10","Regular School","Traditional","Y","260LEA",NA,NA,NA,NA,NA,NA,NA,"N","N","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4950",2020,"26C000","SCH","C","The Capitol Encore Academy","Cumberland","126 Hay Street",NA,"Fayetteville","NC",28301,"910-849-0888","www.capitolencoreacademy.org",NA,"I","CH","0K:08","Regular School","Traditional","Y","260LEA",NA,NA,NA,NA,NA,NA,NA,"N","N","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4951",2020,"270306","SCH","P","Currituck County High","Currituck","4203 Caratoke Hwy",NA,"Barco","NC",27917,"252-453-0014","www.currituck.k12.nc.us","Dr Brian Matney","H","270LEA","09:12","Regular School","Traditional","N",NA,NA,NA,NA,978,756,77.3,NA,"N","N","N","Y",0,0.7,0.3,0,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4952",2020,"270308","SCH","P","Currituck County Middle","Currituck","4263 Caratoke Hwy",NA,"Barco","NC",27917,"252-453-2171","www.currituck.k12.nc.us","John Parkman","M","270LEA","06:08","Regular School","Traditional","N",NA,NA,NA,NA,378,296,78.31,NA,"N","N","Y","Y",0,0.7,0.3,0,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4953",2020,"270311","SCH","P","The JP Knapp ECH (i)School","Currituck","2966 Caratoke Hwy",NA,"Currituck","NC",27929,"252-232-3107","www.currituck.k12.nc.us","Denise Fallon","H","270LEA","09:13","Regular School","Traditional","N",NA,NA,NA,NA,262,159,60.69,NA,"N","N","N","N",0,0.7,0.3,0,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4954",2020,"270318","SCH","P","Moyock Middle","Currituck","216 Survey Road",NA,"Moyock","NC",27958,"252-435-2566","www.currituck.k12.nc.us","Dr Anne Radke","M","270LEA","06:08","Regular School","Traditional","N",NA,NA,NA,NA,592,543,91.72,NA,"N","N","Y","Y",0,0.7,0.3,0,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4955",2020,"270LEA","LEA","P","Currituck County Schools","Currituck","2958 Caratoke Hwy",NA,"Currituck","NC",27929,"252-232-2223","www.currituck.k12.nc.us","Mr Mark Stefanik",NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,2484,1754,70.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4956",2020,"27A000","SCH","C","Water's Edge Village School","Currituck","1126 Schoolhouse Lane",NA,"Corolla","NC",27927,"252-453-4502","www.WatersEdgeVillageSchool.com",NA,"I","CH","0K:08","Regular School","Traditional","N","270LEA",NA,NA,NA,NA,NA,NA,NA,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4957",2020,"280304","SCH","P","Cape Hatteras Secondary School","Dare","48576  Highway 12",NA,"Buxton","NC",27920,"252-995-5730","chs.daretolearn.org","Mrs Beth Rooks","T","280LEA","06:12","Regular School","Traditional","N",NA,NA,NA,NA,346,183,52.89,NA,"N","N","Y","Y",0.091,0.636,0.364,0,0.909,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4958",2020,"280306","SCH","P","Dare Learning Academy","Dare","132 Russell Twiford Road",NA,"Manteo","NC",27954,"252-473-2264","dla.daretolearn.org/","Ms L'Tanya Murray","H","280LEA","09:12","Alternative School","Traditional","N",NA,NA,NA,NA,30,5,16.67,NA,"N","N","N","N",0.091,0.636,0.364,0,0.909,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4959",2020,"280316","SCH","P","Manteo High School","Dare","829 Wingina Avenue",NA,"Manteo","NC",27954,"252-473-5841","mhs.daretolearn.org","Mr John Luciano","H","280LEA","09:12","Regular School","Traditional","N",NA,NA,NA,NA,570,391,68.6,NA,"N","N","N","N",0.091,0.636,0.364,0,0.909,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4960",2020,"280320","SCH","P","Manteo Middle School","Dare","1000 N Hwy 64",NA,"Manteo","NC",27954,"252-473-5549","mms.daretolearn.org","Mrs Tami Harper","M","280LEA","06:08","Regular School","Traditional","N",NA,NA,NA,NA,425,233,54.82,NA,"N","N","Y","Y",0.091,0.636,0.364,0,0.909,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4961",2020,"280328","SCH","P","First Flight Middle School","Dare","109 Veterans Drive",NA,"Kill Devil Hills","NC",27948,"252-441-8888","ffm.daretolearn.org","Mrs Diane Childress","M","280LEA","06:08","Regular School","Traditional","N",NA,NA,NA,NA,737,307,41.66,NA,"N","N","Y","Y",0.091,0.636,0.364,0,0.909,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4962",2020,"280330","SCH","P","First Flight High School","Dare","100 Veterans Drive",NA,"Kill Devil Hills","NC",27948,"252-449-7000","ffh.daretolearn.org","Mr Charles Lansing","H","280LEA","09:12","Regular School","Traditional","N",NA,NA,NA,NA,868,439,50.58,NA,"N","N","N","N",0.091,0.636,0.364,0,0.909,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4963",2020,"280LEA","LEA","P","Dare County Schools","Dare","3020 S. Wrightsville Ave",NA,"Nags Head","NC",27959,"252-480-8888","www.daretolearn.org","Dr John Farrelly",NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,3324,1558,46.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4964",2020,"290308","SCH","P","Central Davidson High","Davidson","2747 NC Hwy 47",NA,"Lexington","NC",27292,"336-357-2920","cdhs.davidson.k12.nc.us/","Mr Matt Coloton","H","290LEA","09:12","Regular School","Traditional","N",NA,NA,NA,NA,882,735,83.33,NA,"N","N","N","N",0,0.639,0.361,0,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4965",2020,"290309","SCH","P","Central Davidson Middle","Davidson","2591 NC Hwy 47",NA,"Lexington","NC",27292,"336-357-2310","cms.davidson.k12.nc.us/","Tammy Bush","M","290LEA","06:08","Regular School","Traditional","N",NA,NA,NA,NA,784,396,50.51,NA,"N","N","Y","Y",0,0.639,0.361,0,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4966",2020,"290310","SCH","P","Stoner-Thomas School","Davidson","215 County School Road",NA,"Lexington","NC",27292,"336-248-5421","sts.davidson.k12.nc.us/","Sloan Denny","A","290LEA","0K:12","Alternative School","Traditional","N",NA,NA,NA,NA,NA,NA,NA,NA,"N","N","Y","Y",0,0.639,0.361,0,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4967",2020,"290314","SCH","P","Davidson County High School","Davidson","2061 E Holly Grove Road",NA,"Lexington","NC",27292,"336-242-1459","dchs.davidson.k12.nc.us/","Mr Tyler Tobin","H","290LEA","09:12","Alternative School","Traditional","Y",NA,NA,NA,NA,66,NA,95,TRUE,"N","N","N","N",0,0.639,0.361,0,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4968",2020,"290315","SCH","P","Davidson Early College","Davidson","297 DCCC Road",NA,"Thomasville","NC",27360,"336-242-5686","echs.davidson.k12.nc.us/","Maria Mcghee","H","290LEA","09:13","Regular School","Traditional","N",NA,NA,NA,NA,121,12,9.92,NA,"N","N","N","N",0,0.639,0.361,0,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4969",2020,"290322","SCH","P","E Lawson Brown Middle","Davidson","1140 Kendall Mill Road",NA,"Thomasville","NC",27360,"336-475-8845","bms.davidson.k12.nc.us/","Ms Christa Dibonaventur","M","290LEA","06:08","Regular School","Traditional","N",NA,NA,NA,NA,618,390,63.11,NA,"N","N","Y","Y",0,0.639,0.361,0,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4970",2020,"290324","SCH","P","East Davidson High","Davidson","1408 Lake Road",NA,"Thomasville","NC",27360,"336-476-4814","edhs.davidson.k12.nc.us/","Mr Greg Peters","H","290LEA","09:12","Regular School","Traditional","N",NA,NA,NA,NA,819,691,84.37,NA,"N","N","N","Y",0,0.639,0.361,0,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4971",2020,"290334","SCH","P","Ledford Middle","Davidson","3954 N NC Hwy 109",NA,"Thomasville","NC",27360,"336-476-4816","lms.davidson.k12.nc.us/","Mr Bruce Carroll","M","290LEA","06:08","Regular School","Traditional","N",NA,NA,NA,NA,697,408,58.54,NA,"N","N","Y","Y",0,0.639,0.361,0,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4972",2020,"290336","SCH","P","Ledford Senior High","Davidson","140 Jesse Green Road",NA,"Thomasville","NC",27360,"336-769-9671","lhs.davidson.k12.nc.us/","Melissa Glover","H","290LEA","09:12","Regular School","Traditional","N",NA,NA,NA,NA,889,703,79.08,NA,"N","N","N","Y",0,0.639,0.361,0,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4973",2020,"290348","SCH","P","North Davidson High","Davidson","7227 Old US Hwy 52",NA,"Lexington","NC",27295,"336-731-8431","ndhs.davidson.k12.nc.us/","Jonathan Brown","H","290LEA","09:12","Regular School","Traditional","N",NA,NA,NA,NA,945,803,84.97,NA,"N","N","N","N",0,0.639,0.361,0,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4974",2020,"290349","SCH","P","Oak Grove High School","Davidson","3507 Midway School Rd",NA,"Winston-Salem","NC",27107,"336-474-8280","oghs.davidson.k12.nc.us/","Mr Scott Dalton","H","290LEA","09:12","Regular School","Traditional","N",NA,NA,NA,NA,965,795,82.38,NA,"N","N","N","N",0,0.639,0.361,0,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4975",2020,"290350","SCH","P","North Davidson Middle","Davidson","333 Critcher Drive",NA,"Lexington","NC",27295,"336-731-2331","nms.davidson.k12.nc.us/","Ms Amy Hyatt","M","290LEA","06:08","Regular School","Traditional","N",NA,NA,NA,NA,730,440,60.27,NA,"N","N","Y","Y",0,0.639,0.361,0,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4976",2020,"290351","SCH","P","Oak Grove Middle School","Davidson","1771 Hoy Long Road",NA,"Winston-Salem","NC",27107,"336-474-8250","ogms.davidson.k12.nc.us/","Mr Daniel Shamblen","M","290LEA","06:08","Regular School","Traditional","N",NA,NA,NA,NA,701,311,44.37,NA,"N","N","N","Y",0,0.639,0.361,0,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4977",2020,"290365","SCH","P","South Davidson High","Davidson","14956 South NC Hwy 109",NA,"Denton","NC",27239,"336-242-5700","sdhs.davidson.k12.nc.us/","Mr Kevin Hudson","H","290LEA","09:12","Regular School","Traditional","N",NA,NA,NA,NA,358,322,89.94,NA,"N","N","Y","Y",0,0.639,0.361,0,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4978",2020,"290367","SCH","P","South Davidson Middle","Davidson","14954 S NC Hwy 109",NA,"Denton","NC",27239,"336-242-5705","sms.davidson.k12.nc.us/","Ms Crystal Sexton","M","290LEA","06:08","Regular School","Traditional","Y",NA,NA,NA,NA,266,189,71.05,NA,"N","N","Y","Y",0,0.639,0.361,0,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4979",2020,"290376","SCH","P","Tyro Middle","Davidson","2946 Michael Road",NA,"Lexington","NC",27295,"336-853-7795","tms.davidson.k12.nc.us/","Jonathan Hayes","M","290LEA","06:08","Regular School","Traditional","N",NA,NA,NA,NA,624,319,51.12,NA,"N","N","Y","Y",0,0.639,0.361,0,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4980",2020,"290388","SCH","P","West Davidson High","Davidson","200 Dragon Drive",NA,"Lexington","NC",27295,"336-853-8082","wdhs.davidson.k12.nc.us/","Mr Billy Hunt","H","290LEA","09:12","Regular School","Traditional","N",NA,NA,NA,NA,707,601,85.01,NA,"N","N","Y","N",0,0.639,0.361,0,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4981",2020,"290389","SCH","P","Yadkin Valley Regional Career Academy","Davidson","2065 E. Holly Grove Road",NA,"Lexington","NC",27292,"336-242-5820","va.davidson.k12.nc.us/","Kim Welch","H","290LEA","09:13","Regular School","Traditional","N",NA,NA,NA,NA,178,NA,95,TRUE,"N","N","N","N",0,0.639,0.361,0,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4982",2020,"290LEA","LEA","P","Davidson County Schools","Davidson","250 County School Road",NA,"Lexington","NC",27292,"336-249-8181","www.davidson.k12.nc.us/","Dr Emily Lipe",NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,11848,7361,62.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4983",2020,"291332","SCH","P","Lexington Middle School","Davidson","100 West Hemstead Street",NA,"Lexington","NC",27292,"336-242-1567","www.lexcs.org/","Mr Abu Zaeem Jr","M","291LEA","06:08","Regular School","Traditional","Y",NA,NA,NA,NA,788,516,65.48,NA,"N","N","Y","Y",0.5,0.833,0.167,0.167,0.333,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4984",2020,"291336","SCH","P","Lexington Senior High School","Davidson","26 Penry Street",NA,"Lexington","NC",27292,"336-242-1574","www.lexcs.org/","Monique Curry","H","291LEA","09:12","Regular School","Traditional","N",NA,NA,NA,NA,808,701,86.76,NA,"N","N","Y","Y",0.5,0.833,0.167,0.167,0.333,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4985",2020,"291350","SCH","P","South Lexington Developmental Center","Davidson","1000 Cotton Grove Road",NA,"Lexington","NC",27292,"336-242-1544","www.lexcs.org","Ms Sharolyn Harry-Clark","A","291LEA","0K:12","EC School","Traditional","N",NA,NA,NA,NA,NA,NA,NA,NA,"N","N","N","N",0.5,0.833,0.167,0.167,0.333,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4986",2020,"291LEA","LEA","P","Lexington City Schools","Davidson","1010 Fair Street",NA,"Lexington","NC",27292,"336-242-1527","www.lexcs.org/","Dr Anitra Wells",NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,1861,1217,65.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4987",2020,"292320","SCH","P","Thomasville Middle School","Davidson","400 Unity Street",NA,"Thomasville","NC",27360,"336-474-4120","tms.tcs.k12.nc.us/","Mr Kevin Leake","M","292LEA","06:08","Regular School","Traditional","Y",NA,NA,NA,NA,515,473,91.84,NA,"N","N","Y","Y",0.5,0.5,0.5,0.25,0.25,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4988",2020,"292324","SCH","P","Thomasville High School","Davidson","410 Unity Street",NA,"Thomasville","NC",27360,"336-474-4250","ths.tcs.k12.nc.us/","Mr Calvin Freeman","H","292LEA","09:12","Regular School","Traditional","N",NA,NA,NA,NA,634,517,81.55,NA,"N","N","Y","Y",0.5,0.5,0.5,0.25,0.25,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4989",2020,"292LEA","LEA","P","Thomasville City Schools","Davidson","400 Turner Street",NA,"Thomasville","NC",27360,"336-474-4200","www.tcs.k12.nc.us/","Dr Catherine Gentry",NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,1348,990,73.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4990",2020,"29A000","SCH","C","Davidson Charter Academy","Davidson","500 Biesecker Rd",NA,"Lexington","NC",27295,"336-803-7809","vidsoncharter.org",NA,"E","CH","0K:06","Regular School","Traditional","Y","290LEA",NA,NA,NA,NA,NA,NA,NA,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
